Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
Ghoomer,2023,N/A,18 Aug 2023,135 min,"Drama, Sport",R. Balki,"R. Balki, Rahul Sengupta, Rishi Virmani","Amitabh Bachchan, Saiyami Kher, Abhishek Bachchan","Anina, a young batting prodigy, loses her right hand in an accident. An unsympathetic, failed cricketer gives her new hope, trains her with unconventional techniques, to turn her fate around. Ghoomer is a new style of bowling they...",Hindi,India,3 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BNTM3MDk0YTYtOTliNC00YjI2LThkMTgtMGQyOTM2ZGIxYTViXkEyXkFqcGdeQXVyMTIyNzY0NTMx._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,"11,820",tt20913276,movie,N/A,N/A,N/A,N/A,True
Tiger 3,2023,Not Rated,11 Nov 2023,155 min,"Action, Adventure, Thriller",Maneesh Sharma,"Shridhar Raghavan, Anckur Chaudhry, Aditya Chopra","Salman Khan, Katrina Kaif, Emraan Hashmi",Tiger and Zoya are back - to save the country and their family. This time it's personal.,"Hindi, English, Vietnamese",India,5 nominations,https://m.media-amazon.com/images/M/MV5BYzQwMGZlYTUtODUwNi00ZjQxLWEzODAtZGU3Zjc0MmNhMzhkXkEyXkFqcGdeQXVyNTkzNDQ4ODc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",N/A,5.8,"51,796",tt18411490,movie,N/A,"$5,365,263",N/A,N/A,True
Tu Jhoothi Main Makkaar,2023,Not Rated,08 Mar 2023,150 min,"Comedy, Romance",Luv Ranjan,"Rahul Mody, Luv Ranjan","Ranbir Kapoor, Dimple Kapadia, Shraddha Kapoor","Madness ensues when a 'player' in the world of romantic relationships finds a girl who's a worthy opponent, that believes love is a battle of wits.","Hindi, English",India,5 wins & 12 nominations,https://m.media-amazon.com/images/M/MV5BNmZmYWFiYzAtY2RhMC00MDRiLWI1M2YtNzRkZGNmYTIwZDI4XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",N/A,6.0,"27,274",tt8672856,movie,N/A,"$2,503,604",N/A,N/A,True
Drishyam 2,2022,Not Rated,18 Nov 2022,140 min,"Crime, Drama, Mystery",Abhishek Pathak,"Jeethu Joseph, Aamil Keeyan Khan, Abhishek Pathak","Ajay Devgn, Akshaye Khanna, Tabu",A gripping tale of an investigation and a family which is threatened by it. Will Vijay Salgaonkar be able to protect his family this time?,"Hindi, English",India,6 wins & 29 nominations,https://m.media-amazon.com/images/M/MV5BYmY2ZDUxNzUtYWZlYy00MThhLWI5NjktZDhjZTU3MDY5YTM3XkEyXkFqcGdeQXVyNTYxMDgzODI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,"44,180",tt15501640,movie,N/A,N/A,N/A,N/A,True
Gandhi,1982,PG,25 Feb 1983,191 min,"Biography, Drama, History",Richard Attenborough,John Briley,"Ben Kingsley, John Gielgud, Rohini Hattangadi","In 1893, Mohandas K. Gandhi is thrown off a South African train for being an Indian and traveling in a first class compartment. Gandhi realizes that the laws are biased against Indians and decides to start a non-violent protest campaign for the rights of all Indians in South Africa. After numerous arrests and the unwanted attention of the world, the government finally relents by recognizing rights for Indians, though not for the native blacks of South Africa. After this victory, Gandhi is invited back to India, where he is now considered something of a national hero. He is urged to take up the fight for India's independence from the British Empire. Gandhi agrees, and mounts a non-violent non-cooperation campaign of unprecedented scale, coordinating millions of Indians nationwide. There are some setbacks, such as violence against the protesters and Gandhi's occasional imprisonment. Nevertheless, the campaign generates great attention, and Britain faces intense public pressure. Too weak from World War II to continue enforcing its will in India, Britain finally grants India's independence. Indians celebrate this victory, but their troubles are far from over. Religious tensions between Hindus and Muslims erupt into nation-wide violence. Gandhi declares a hunger strike, saying he will not eat until the fighting stops. The fighting does stop eventually, but the country is divided. It is decided that the northwest area of India, and eastern part of India (current day Bangladesh), both places where Muslims are in the majority, will become a new country called Pakistan (West and East Pakistan respectively). It is hoped that by encouraging the Muslims to live in a separate country, violence will abate. Gandhi is opposed to the idea, and is even willing to allow Muhammad Ali Jinnah to become the first prime minister of India, but the Partition of India is carried out nevertheless. Gandhi spends his last days trying to bring about peace between both nations. He thereby angers many dissidents on both sides, one of whom finally gets close enough to assassinate him.","English, Hindi","United Kingdom, India",Won 8 Oscars. 35 wins & 23 nominations total,https://m.media-amazon.com/images/M/MV5BYjZiYmYwYjYtOTdlZS00OGM4LTg0NmQtOTg0OGMzMjkyYWM2XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,8.0,"239,973",tt0083987,movie,07 May 2013,"$52,767,889",N/A,N/A,True
PK,2014,Not Rated,19 Dec 2014,153 min,"Comedy, Drama, Sci-Fi",Rajkumar Hirani,"Rajkumar Hirani, Abhijat Joshi","Aamir Khan, Anushka Sharma, Sanjay Dutt","P. K. is a comedy of ideas about a stranger in the city, who asks questions that no one has asked before. They are innocent, child-like questions, but they bring about catastrophic answers. People who are set in their ways for generations, are forced to reappraise their world when they see it from PK's innocent eyes. In the process PK makes loyal friends and powerful foes. Mends broken lives and angers the establishment. P. K.'s childlike curiosity transforms into a spiritual odyssey for him and millions of others. The film is an ambitious and uniquely original exploration of complex philosophies. It is also a simple and humane tale of love, laughter and letting-go. Finally, it is a moving saga about a friendship between strangers from worlds apart.",Hindi,India,21 wins & 25 nominations,https://m.media-amazon.com/images/M/MV5BMTg5NzIzMzEyOF5BMl5BanBnXkFtZTgwMjgzMTg0MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",N/A,8.1,"201,284",tt2338151,movie,26 Mar 2017,"$10,616,104",N/A,N/A,True
My Name Is Khan,2010,PG-13,12 Feb 2010,165 min,"Adventure, Drama, Romance",Karan Johar,"Shibani Bathija, Niranjan Iyengar","Shah Rukh Khan, Kajol, Sheetal Menon","Rizwan Khan, a Muslim from the Borivali section of Mumbai, suffers from Asperger's syndrome, a form of high-functioning autism that complicates socialization. The adult Rizwan marries a Hindu single mother, Mandira, in San Francisco. After 9/11, Rizwan is detained by authorities at LAX who mistake his disability for suspicious behavior. Following his arrest, he meets Radha, a therapist who helps him deal with his situation and his affliction. Rizwan then begins a journey to meet US President Bush to clear his name.","Hindi, English","India, United Arab Emirates, United States, China",25 wins & 36 nominations,https://m.media-amazon.com/images/M/MV5BMTUyMTA4NDYzMV5BMl5BanBnXkFtZTcwMjk5MzcxMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,7.9,"116,366",tt1188996,movie,01 Mar 2013,"$4,018,771",N/A,N/A,True
Raees,2017,Not Rated,25 Jan 2017,143 min,"Action, Crime, Drama",Rahul Dholakia,"Rahul Dholakia, Harit Mehta, Niraj Shukla","Shah Rukh Khan, Sheeba Chaddha, Sunny Leone","The film is set in the early 80's and 90's in Gujarat. The fictitious story of a man who builds an empire in the state of Gujarat, the only state that still follows prohibition. It's a story about his rise and his relationships, which help him become the single most powerful man in the state.",Hindi,India,4 wins & 17 nominations,https://m.media-amazon.com/images/M/MV5BMTc2NTYwMTE1NV5BMl5BanBnXkFtZTgwODQ5MzAwMTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}]",N/A,6.7,"50,549",tt3405236,movie,05 May 2017,"$3,262,954",N/A,N/A,True
Rama Banam,2023,N/A,05 May 2023,140 min,"Action, Drama",Sriwass,"Madhusudan Padamati, Bhupathi Raja","Gopichand, Dimple Hayathi, Jagapathi Babu","Two siblings, who despite their difference in ideologies come together to fight for their common goal.","Telugu, Hindi",India,N/A,https://m.media-amazon.com/images/M/MV5BN2E0ZDBmZGQtZmFlZS00NmM3LTg1MzQtYjI1ZWJiNDJlOTgzXkEyXkFqcGdeQXVyMTUzNTgzNzM0._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}]",N/A,4.3,564,tt26324936,movie,N/A,N/A,N/A,N/A,True
Andhadhun,2018,Not Rated,05 Oct 2018,139 min,"Crime, Mystery, Thriller",Sriram Raghavan,"Arijit Biswas, Yogesh Chandekar, Sriram Raghavan","Tabu, Ayushmann Khurrana, Radhika Apte",Akash a blind pianist is preparing for a London concert.Sophie's scooter bumps into Akash and upon finding he a pianist she takes him to her restaurant Franco's run by her father and offers him a job.Akash meets 70s actor Pramod Sinha at the restaurant who asks him to do a private concert of his songs at his residence to surprise his wife Simi. Next Day upon reaching his house a shocking surprise is waiting for Akash.,"Hindi, English",India,35 wins & 43 nominations,https://m.media-amazon.com/images/M/MV5BOTkwYTQ2ZWItZjQ0Ny00NmU0LWEzYzktZmNlZTU4ZTE1OWI1XkEyXkFqcGdeQXVyNzU3Nzk4MDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,8.2,"101,788",tt8108198,movie,16 Dec 2018,"$1,193,046",N/A,N/A,True
Thank You for Coming,2023,N/A,06 Oct 2023,119 min,Comedy,Karan Boolani,"Radhika Anand, Prashasti Singh","Bhumi Pednekar, Dolly Singh, Shibani Bedi","When five best friends assemble together at a family gathering, they must navigate the hilarious and heartwarming consequences of their lie, discovering the true depth of their friendship and love.","English, Hindi",India,1 nomination,https://m.media-amazon.com/images/M/MV5BOWMxOTQyNzItOWJmNi00NmI0LWFiNjItZWY2YjRlMzk1M2I0XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}]",N/A,4.2,"8,347",tt23036080,movie,N/A,N/A,N/A,N/A,True
Dream Girl 2,2023,N/A,25 Aug 2023,134 min,"Comedy, Drama, Romance",Raaj Shaandilyaa,"Naresh Kathooria, Raaj Shaandilyaa","Ayushmann Khurrana, Ananya Panday, Paresh Rawal","Karam, who is trying to live a serious life in Mathura and falls in love with Pari but life is hell bent on not taking him seriously. In a turn of events Karam becomes Pooja which creates further chaos in his already chaotic life.",Hindi,India,2 wins,https://m.media-amazon.com/images/M/MV5BZGI3OTFkMTYtOGRlNC00NzRiLThlNWEtOGU0YzdkYWRiOWU0XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]",N/A,5.2,"11,033",tt22086334,movie,N/A,N/A,N/A,N/A,True
Kushi,2023,Not Rated,01 Sep 2023,163 min,"Comedy, Drama, Romance",Shiva Nirvana,"Shiva Nirvana, Rajendra Sapre","Samantha Ruth Prabhu, Vijay Deverakonda, Jayaram","Raised in an atheist household, a young man falls in love with the daughter of his father's arch-rival, a devout Hindu leader.","Tamil, Kannada, Malayalam, Telugu, English, Kashmiri, Hindi, Urdu",India,N/A,https://m.media-amazon.com/images/M/MV5BNmU2Nzc2ZmItMTc5ZS00ZTE5LWEyOTMtMzIwYjBkNTI3Mjg4XkEyXkFqcGdeQXVyMTUyNjIwMDEw._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",N/A,5.5,"7,702",tt15380630,movie,N/A,N/A,N/A,N/A,True
Like Stars on Earth,2007,PG,21 Dec 2007,162 min,"Drama, Family","Aamir Khan, Amole Gupte",Amole Gupte,"Darsheel Safary, Aamir Khan, Tisca Chopra","Ishaan Awasthi is an eight-year-old child whose world is filled with wonders that no one else seems to appretiate are just not important in the world of adults, who are much more interested in things like homework, marks and neatness. And Ishaan just cannot seem to get anything right in class. When he gets into far more trouble than his parents can handle, he is packed off to a boarding school to 'be disciplined'. Things are no different at his new school, and Ishaan has to contend with the added trauma of separation from his family. One day a new art teacher bursts onto the scene, Ram Shankar Nikumbh, who infects the students with joy and optimism. He breaks all the rules of 'how things are done' by asking them to think, dream and imagine, and all the children respond with enthusiasm, all except Ishaan. Nikumbh soon realizes that Ishaan is very unhappy, and he sets out to discover why. With time, patience and care, he ultimately helps Ishaan find himself.","Hindi, English",India,27 wins & 18 nominations,https://m.media-amazon.com/images/M/MV5BYjY0MGU3MmQtMGVhOS00M2IyLWI1MTktZGUxMzBjMTE5ZDA3XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}]",N/A,8.3,"205,911",tt0986264,movie,29 Mar 2018,"$1,223,869",N/A,N/A,True
Drishyam,2015,Not Rated,31 Jul 2015,163 min,"Crime, Drama, Mystery",Nishikant Kamat,"Jeethu Joseph, Upendra Sidhaye","Ajay Devgn, Shriya Saran, Tabu","Vijay Salgaonkar runs a cable TV network in a remote and hilly village of Goa. He lives a happy life with his wife Nandini and two daughters. A 4th grade dropout &amp; an orphan, Vijay has worked his way towards success with his sheer hard-work &amp; street smartness in order to provide for his family who mean the world to him. A man of few means &amp; needs; Vijay believes life is to be lived simplistically - his wife, while she loves him devoutly, wants Vijay's thrifty &amp; miserly behavior to end and wants the world for her family. If there's one thing that Vijay cannot live without, it is his passion for watching films. Such is his 'filmy' obsession that he doesn't mind staying up all night at his office binging on TV movies! In a bizarre turn of events; a teenage boy goes missing; he is the son of a headstrong &amp; no-nonsense cop; IG Meera Deshmukh and the Salgaonkar family is the prime suspect! Will a humble &amp; middle class man, be able to protect his family from oppression of the powerful? How the family weathers the storm that ensues during the violent investigation forms the rest of the story leading to an unexpected &amp; shocking climax.","Hindi, English",India,2 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BYmJhZmJlYTItZmZlNy00MGY0LTg0ZGMtNWFkYWU5NTA1YTNhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}]",N/A,8.2,"93,935",tt4430212,movie,23 Mar 2017,N/A,N/A,N/A,True
Chor Nikal Ke Bhaga,2023,TV-MA,24 Mar 2023,110 min,"Crime, Drama, Thriller",Ajay Singh,"Siraj Ahmed, Raj Kumar Gupta, Amar Kaushik","Yami Gautam, Sunny Kaushal, Sharad Kelkar","A flight attendant and her business partner on a mission to steal diamonds and free themselves from the clutches of a loan shark.At 40,000 feet in the air, the heist goes horribly wrong and turns into a hostage situation.",Hindi,India,5 nominations,https://m.media-amazon.com/images/M/MV5BNzQxNDU3ZGMtM2JkZS00MGQ0LThjNjAtMTQ0NmJmMmZhNTg3XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,"53,233",tt22297828,movie,N/A,N/A,N/A,N/A,True
Gangubai Kathiawadi,2022,TV-MA,25 Feb 2022,152 min,"Biography, Crime, Drama",Sanjay Leela Bhansali,"Sanjay Leela Bhansali, Abhiruchi Chand, Saurabh H. Dikshit","Alia Bhatt, Shantanu Maheshwari, Vijay Raaz",A little girl is sold to brothel of Rashmibai who is forcefully asked to enter the business of flesh trade.When the girl doesn't agree Rashmibai is finally forced to take help of Gangubai Kathiawadi.Gangubai Kathiawadi aka Ganga who wanted to be an actress and years back eloped to Bombay with her boyfriend Ramnik who sold her at brothel of Shelia Masi.Gangubai did not have option to return back and hence turned a prostitute but she gained respect from fellow women as she would be their main support to go against Sheila Masi.In coming times Gangubai bonds with Don Rahim Lala and develops a brotherly relationship with him.Gangubai is soon known as the mafia queen and wants better lives for women of her community.She decides to enter politics but has a powerful contender Raziabai opposite her.,Hindi,India,45 wins & 49 nominations,https://m.media-amazon.com/images/M/MV5BN2M4NDM2NDItMzgzNy00OWRiLThhNjEtZDA2OWMyNTcwYzRjXkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}]",N/A,7.8,"61,624",tt10083340,movie,N/A,"$592,000",N/A,N/A,True
Gaslight,2023,N/A,31 Mar 2023,111 min,"Crime, Horror, Mystery",Pavan Kirpalani,"Neha Sharma, Pavan Kirpalani, Ameet Mehta","Sara Ali Khan, Vikrant Massey, Chitrangda Singh","Misha returns to her royal family estate after 15 years to visit her estranged father, only to find him missing.",Hindi,India,2 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BNTcwMjUwYTQtYTRiYy00ZmNmLWFmNDQtYzQwZTExYjMzZTRiXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",N/A,5.9,"24,894",tt27012110,movie,N/A,N/A,N/A,N/A,True
The Buckingham Murders,2023,N/A,N/A,110 min,Thriller,Hansal Mehta,"Aseem Arrora, Raghav Raj Kakker, Kashyap Kapoor","Kareena Kapoor, Keith Allen, Chris Wilson","Follows Jass, a detective-mother who after losing her own child must investigate the murder of a 10-year-old in Buckinghamshire, going down a rabbit hole of secrets, where almost everyone in the small town becomes a suspect.","English, Hindi",India,N/A,https://m.media-amazon.com/images/M/MV5BY2Y3MGJjZTQtMGFiMC00NjQwLWJmODUtYTE0YmQyYTNiNTY5XkEyXkFqcGdeQXVyMTM1NjM2ODg1._V1_SX300.jpg,[],N/A,N/A,29,tt15245240,movie,N/A,N/A,N/A,N/A,True
Fighter,2024,N/A,25 Jan 2024,166 min,"Action, Thriller",Siddharth Anand,"Siddharth Anand, Ramon Chibb, Abbas Dalal","Hrithik Roshan, Deepika Padukone, Anil Kapoor",A reckless yet brilliant squadron leader and his team of elite fighter pilots face mortal dangers and inner demons as they unite for a deadly mission.,"Hindi, English",India,N/A,https://m.media-amazon.com/images/M/MV5BZjkwN2Q5Y2QtMmE2MC00NzlkLTg2NzQtYjVjYjVmNjE2ZTNiXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",N/A,6.2,"45,451",tt13818368,movie,N/A,"$1,000,000",N/A,N/A,True
Bholaa,2023,Not Rated,30 Mar 2023,144 min,"Action, Adventure, Crime",Ajay Devgn,"Lokesh Kanagaraj, Ankush Singh, Aamil Keeyan Khan","Ajay Devgn, Abhishek Bachchan, Tabu","After getting out of prison with the desire to meet his daughter, Bholaa's plans are interrupted by a well-orchestrated drug bust.",Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BMjllYzdjNWItMmEzMS00ZmVmLWJjZjYtODU5NWM0YjU3ODVkXkEyXkFqcGdeQXVyNDYwMjI1MzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",N/A,5.9,"22,313",tt15302222,movie,N/A,N/A,N/A,N/A,True
Om Shanti Om,2007,Not Rated,09 Nov 2007,162 min,"Action, Comedy, Drama",Farah Khan,"Farah Khan, Mushtaq Sheikh, Mayur Puri","Shah Rukh Khan, Deepika Padukone, Arjun Rampal","Om Prakash Makhija is a Junior Artist in the 1970s Hindi film industry and in love with actress Shantipriya. Om rescues Shanti from an out-of-control fire scene and they become friends. His hopes seem to be coming true--until he finds out that she's married to film producer Mukesh Mehra and expecting his child. He then watches in horror as Mukesh, after luring her into an abandoned studio, sets it afire to prevent a financial loss and protect his career. Om attempts--unsuccessfully--to rescue her and eventually dies himself. 30 years later, Om has been reincarnated as the only son of Bollywood actor Rajesh Kapoor, and is himself an actor. His memories start to return when he meets his widowed mother Bela, from his previous life. He also meets Mukesh and they decide to make a movie, 'Om Shanti Om'. Om hires a look-alike of Shantipriya and hopes to force a confession from Mukesh, but things go awry and Om finds his life endangered once again.","Hindi, Urdu",India,38 wins & 30 nominations,https://m.media-amazon.com/images/M/MV5BY2QwMzZjN2MtYjk0My00OThhLWFmNjAtZTFkM2NkNTkwYTFlXkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",N/A,6.8,"49,545",tt1024943,movie,24 Jan 2017,"$3,597,372",N/A,N/A,True
